customer_id,customer_name,city,state,signup_date
247,Devansh Seth,Hyderabad,Telangana,2023-10-06
248,Saksham Gera,Jaipur,Rajasthan,2024-08-06
249,Dharmajan Sani,Surat,Gujarat,2024-01-09
250,Saksham Tailor,Ahmedabad,Gujarat,2023-11-28
251,Saksham Wali,Jaipur,Rajasthan,2025-01-21
252,Samiha Kara,Ahmedabad,Gujarat,2025-12-08
253,Kashvi Bhatnagar,Surat,Gujarat,2026-04-04
254,Pari Dugar,Pune,Maharashtra,2023-08-28
255,Armaan Dube,Mumbai,Maharashtra,2026-04-23
256,Pari Krishnamurthy,Chennai,Tamil Nadu,2024-10-17
257,Bhavin Karpe,Hyderabad,Telangana,2025-09-14
258,Jiya Lad,Hyderabad,Telangana,2025-04-26
259,Nakul Koshy,Pune,Maharashtra,2025-12-03
260,Aniruddh Desai,Chennai,Tamil Nadu,2025-12-04
261,Badal Mangal,Ahmedabad,Gujarat,2025-02-16
262,Vivaan Thaker,Mumbai,Maharashtra,2024-04-13
263,Oorja Behl,Chennai,Tamil Nadu,2024-05-15
264,Emir Kanda,Ahmedabad,Gujarat,2025-03-17
265,Prerak Maharaj,Chennai,Tamil Nadu,2023-08-18
266,Devansh Grover,Delhi,Delhi,2026-02-13
267,Ranbir Tak,Hyderabad,Telangana,2023-12-09
268,Ranbir Banerjee,Delhi,Delhi,2024-10-11
269,Vivaan Hans,Chennai,Tamil Nadu,2025-10-02
270,Hazel Shroff,Jaipur,Rajasthan,2026-02-07
271,Aarav Dhar,Hyderabad,Telangana,2026-01-25
272,Miraan Sundaram,Mumbai,Maharashtra,2024-06-16
273,Divyansh Kunda,Pune,Maharashtra,2023-10-14
274,Tushar Garde,Delhi,Delhi,2023-09-29
275,Kabir Sathe,Pune,Maharashtra,2024-10-09
276,Urvi Sami,Ahmedabad,Gujarat,2025-09-02
277,Ritvik Gera,Kolkata,West Bengal,2025-12-11
278,Tushar Bose,Jaipur,Rajasthan,2025-09-07
279,Onkar Wagle,Ahmedabad,Gujarat,2025-02-17
280,Ahana  Mammen,Bengaluru,Karnataka,2023-08-24
281,Zaina Sachar,Ahmedabad,Gujarat,2024-11-23
282,Seher Venkataraman,Ahmedabad,Gujarat,2026-05-05
283,Amira Agrawal,Kolkata,West Bengal,2023-12-25
284,Anay Deshmukh,Hyderabad,Telangana,2024-11-02
285,Aradhya Bandi,Jaipur,Rajasthan,2025-06-30
286,Hunar Choudhary,Jaipur,Rajasthan,2024-06-27
287,Devansh Srinivas,Mumbai,Maharashtra,2023-09-21
288,Badal Dutt,Ahmedabad,Gujarat,2024-01-19
289,Pari Wason,Jaipur,Rajasthan,2025-01-26
290,Mishti Bal,Surat,Gujarat,2024-09-09
291,Miraan Venkataraman,Mumbai,Maharashtra,2024-12-21
292,Parinaaz Batta,Surat,Gujarat,2024-03-03
293,Rohan Mahal,Kolkata,West Bengal,2023-06-11
294,Farhan Mammen,Surat,Gujarat,2024-01-16
295,Jiya Bumb,Pune,Maharashtra,2024-06-15
296,Hansh Bora,Chennai,Tamil Nadu,2024-12-31
297,Hrishita Chadha,Surat,Gujarat,2023-09-23
298,Kaira Sule,Kolkata,West Bengal,2024-12-01
299,Farhan Reddy,Pune,Maharashtra,2024-10-23
300,Seher Gaba,Kolkata,West Bengal,2025-01-10
301,Azad Garg,Kolkata,West Bengal,2026-04-10
302,Amani Tella,Ahmedabad,Gujarat,2025-12-10
303,Reyansh Sura,Kolkata,West Bengal,2023-09-12
304,Piya Gill,Surat,Gujarat,2025-11-25
305,Aarush Chowdhury,Chennai,Tamil Nadu,2026-04-13
306,Jayan Baral,Kolkata,West Bengal,2025-12-22
307,Chirag Anand,Kolkata,West Bengal,2026-04-23
308,Kashvi Bose,Jaipur,Rajasthan,2024-06-04
309,Taran Dhaliwal,Bengaluru,Karnataka,2026-03-19
310,Himmat Joshi,Delhi,Delhi,2024-06-17
311,Taran Rattan,Pune,Maharashtra,2025-02-01
312,Baiju Kakar,Bengaluru,Karnataka,2025-07-26
313,Nirvi Apte,Pune,Maharashtra,2023-12-29
314,Gokul Kant,Delhi,Delhi,2025-03-04
315,Vedika Mann,Chennai,Tamil Nadu,2024-04-12
316,Chirag Mander,Mumbai,Maharashtra,2023-08-07
317,Badal Lall,Delhi,Delhi,2023-06-27
318,Mehul Chaudhry,Hyderabad,Telangana,2024-01-27
319,Arnav Tailor,Bengaluru,Karnataka,2025-05-02
320,Hazel Amble,Surat,Gujarat,2023-07-25
321,Priyansh Thakur,Ahmedabad,Gujarat,2025-09-20
322,Divyansh Barad,Hyderabad,Telangana,2024-04-26
323,Jhanvi Balakrishnan,Kolkata,West Bengal,2025-10-06
324,Mishti Dora,Kolkata,West Bengal,2025-01-29
325,Nehmat Kapadia,Surat,Gujarat,2025-03-06
326,Elakshi Tara,Surat,Gujarat,2026-03-11
327,Suhana Sathe,Jaipur,Rajasthan,2024-12-17
328,Ivan Kannan,Pune,Maharashtra,2025-03-06
329,Amani Lad,Jaipur,Rajasthan,2026-04-20
330,Saira Mani,Delhi,Delhi,2025-08-22
331,Vanya Desai,Mumbai,Maharashtra,2025-08-30
332,Zaina Kumer,Bengaluru,Karnataka,2024-06-16
333,Raghav Dhillon,Surat,Gujarat,2024-09-25
334,Alisha Swaminathan,Pune,Maharashtra,2025-01-31
335,Ivana Chanda,Bengaluru,Karnataka,2024-01-23
336,Advik Dugar,Delhi,Delhi,2024-07-27
337,Mohanlal Srinivasan,Mumbai,Maharashtra,2023-09-15
338,Saira Iyer,Hyderabad,Telangana,2023-06-21
339,Gokul Sachar,Jaipur,Rajasthan,2025-01-19
340,Mohanlal Khatri,Delhi,Delhi,2024-09-02
341,Faiyaz Sarma,Kolkata,West Bengal,2023-06-14
342,Saanvi Dayal,Jaipur,Rajasthan,2023-11-13
343,Yakshit Lad,Ahmedabad,Gujarat,2026-03-01
344,Kiara Ganesh,Jaipur,Rajasthan,2024-04-15
345,Stuvan Gandhi,Delhi,Delhi,2025-12-14
346,Gokul Sankaran,Surat,Gujarat,2026-01-19
347,Ehsaan Tripathi,Mumbai,Maharashtra,2024-05-09
348,Ira Johal,Delhi,Delhi,2025-12-07
349,Raunak Mani,Surat,Gujarat,2024-10-28
350,Eshani Krishnamurthy,Surat,Gujarat,2024-11-10
351,Nirvi Kadakia,Jaipur,Rajasthan,2026-03-26
352,Navya Babu,Mumbai,Maharashtra,2025-03-02
353,Aradhya Lad,Delhi,Delhi,2025-06-07
354,Romil Chad,Delhi,Delhi,2025-05-01
355,Priyansh Chandran,Kolkata,West Bengal,2023-10-07
356,Ayesha Shanker,Pune,Maharashtra,2024-04-09
357,Ayesha Sarna,Bengaluru,Karnataka,2025-03-25
358,Hansh Chanda,Pune,Maharashtra,2026-03-14
359,Tarini Savant,Delhi,Delhi,2025-07-06
360,Ivana Buch,Jaipur,Rajasthan,2025-06-19
361,Nehmat Mander,Hyderabad,Telangana,2025-12-03
362,Shlok Sarin,Delhi,Delhi,2025-10-29
363,Tushar Som,Ahmedabad,Gujarat,2025-03-11
364,Divit Goda,Surat,Gujarat,2024-11-11
365,Myra Kala,Chennai,Tamil Nadu,2024-10-08
366,Sahil Doctor,Delhi,Delhi,2024-10-23
367,Madhup Sane,Ahmedabad,Gujarat,2025-09-01
368,Shanaya Bhatia,Ahmedabad,Gujarat,2025-01-21
369,Mamooty Garde,Bengaluru,Karnataka,2024-12-10
370,Raghav Srinivas,Mumbai,Maharashtra,2024-06-16
371,Pari Kapoor,Delhi,Delhi,2024-11-24
372,Nirvi Keer,Mumbai,Maharashtra,2026-03-22
373,Aaina Saini,Hyderabad,Telangana,2025-06-02
374,Shayak Ramesh,Jaipur,Rajasthan,2025-04-14
375,Yuvaan Bala,Chennai,Tamil Nadu,2024-09-07
376,Vidur Gole,Jaipur,Rajasthan,2025-03-09
377,Jayant Kannan,Ahmedabad,Gujarat,2023-06-22
378,Hridaan Virk,Surat,Gujarat,2024-01-04
379,Seher Ravi,Surat,Gujarat,2024-07-12
380,Jayesh Sandhu,Mumbai,Maharashtra,2025-08-18
381,Suhana Bhakta,Jaipur,Rajasthan,2024-08-30
382,Gatik Chakrabarti,Ahmedabad,Gujarat,2024-07-09
383,Divit Kala,Bengaluru,Karnataka,2024-10-20
384,Kashvi Bir,Kolkata,West Bengal,2025-08-02
385,Alisha Bajwa,Jaipur,Rajasthan,2025-04-03
386,Aaryahi Khalsa,Mumbai,Maharashtra,2024-07-12
387,Taimur Saraf,Chennai,Tamil Nadu,2024-06-12
388,Oorja Manda,Mumbai,Maharashtra,2024-01-02
389,Bhamini Borde,Ahmedabad,Gujarat,2024-05-20
390,Neelofar Gara,Delhi,Delhi,2026-01-27
391,Adah Ganesan,Bengaluru,Karnataka,2024-07-20
392,Jiya Doshi,Ahmedabad,Gujarat,2025-02-10
393,Tejas Sami,Bengaluru,Karnataka,2024-01-13
394,Riaan Tak,Pune,Maharashtra,2024-05-29
395,Yuvraj  Yohannan,Pune,Maharashtra,2026-01-14
396,Anay Kale,Surat,Gujarat,2023-12-23
397,Miraan Maharaj,Bengaluru,Karnataka,2024-05-01
398,Priyansh Kala,Jaipur,Rajasthan,2023-08-21
399,Ryan Barad,Chennai,Tamil Nadu,2023-08-15
400,Aarush Bains,Kolkata,West Bengal,2026-01-18
401,Tara Ranganathan,Mumbai,Maharashtra,2025-02-06
402,Jivin Sunder,Pune,Maharashtra,2025-12-26
403,Raghav Ramanathan,Mumbai,Maharashtra,2026-05-02
404,Prerak Jani,Mumbai,Maharashtra,2026-05-03
405,Taimur Iyengar,Chennai,Tamil Nadu,2026-03-10
406,Taimur Gulati,Ahmedabad,Gujarat,2023-11-12
407,Myra Desai,Mumbai,Maharashtra,2023-07-13
408,Armaan Rajagopal,Bengaluru,Karnataka,2025-01-07
409,Lagan Sen,Chennai,Tamil Nadu,2024-08-05
410,Hrishita Viswanathan,Pune,Maharashtra,2024-07-30
411,Kaira Sule,Delhi,Delhi,2026-01-20
412,Pihu Keer,Mumbai,Maharashtra,2024-03-31
413,Advik Dash,Surat,Gujarat,2025-02-05
414,Shaan Choudhary,Chennai,Tamil Nadu,2023-11-20
415,Chirag Bassi,Ahmedabad,Gujarat,2025-12-04
416,Nitya Uppal,Hyderabad,Telangana,2025-05-26
417,Kartik Bhalla,Pune,Maharashtra,2024-03-16
418,Anvi Saha,Pune,Maharashtra,2023-11-18
419,Dhanuk Wagle,Hyderabad,Telangana,2025-03-16
420,Abram Thaman,Bengaluru,Karnataka,2023-05-31
421,Dharmajan Solanki,Delhi,Delhi,2024-01-21
422,Jhanvi Wagle,Pune,Maharashtra,2025-10-23
423,Mamooty Sha,Pune,Maharashtra,2023-10-13
424,Tejas Ravel,Ahmedabad,Gujarat,2025-12-11
425,Hridaan Master,Pune,Maharashtra,2024-10-01
426,Samarth Rajagopal,Chennai,Tamil Nadu,2026-01-30
427,Shayak Sarma,Bengaluru,Karnataka,2025-12-15
428,Ayesha Zachariah,Delhi,Delhi,2024-01-08
429,Misha Dey,Surat,Gujarat,2026-02-07
430,Zoya Kakar,Delhi,Delhi,2024-06-12
431,Shamik Gopal,Bengaluru,Karnataka,2024-01-20
432,Yasmin Brar,Jaipur,Rajasthan,2025-04-05
433,Neelofar Chowdhury,Chennai,Tamil Nadu,2023-07-22
434,Diya Iyengar,Jaipur,Rajasthan,2024-05-07
435,Anahi Sandal,Bengaluru,Karnataka,2025-09-11
436,Hiran Agate,Ahmedabad,Gujarat,2025-01-30
437,Mannat Jha,Surat,Gujarat,2025-01-19
438,Romil Kaul,Delhi,Delhi,2026-02-19
439,Samarth Guha,Mumbai,Maharashtra,2024-09-23
440,Tarini Rastogi,Kolkata,West Bengal,2026-01-26
441,Oorja Edwin,Delhi,Delhi,2026-01-17
442,Zoya Bala,Ahmedabad,Gujarat,2025-06-11
443,Hiran Thaman,Surat,Gujarat,2023-06-21
444,Hiran Bajwa,Kolkata,West Bengal,2025-10-20
445,Ryan Dhaliwal,Chennai,Tamil Nadu,2023-06-10
446,Gatik Rastogi,Bengaluru,Karnataka,2025-06-30
447,Inaaya  Soman,Bengaluru,Karnataka,2024-10-21
448,Veer Buch,Chennai,Tamil Nadu,2024-06-11
449,Kashvi Randhawa,Kolkata,West Bengal,2024-05-30
450,Nakul Dhar,Jaipur,Rajasthan,2024-11-23
451,Hunar Sundaram,Surat,Gujarat,2024-04-23
452,Shlok Devan,Chennai,Tamil Nadu,2025-10-08
453,Dishani Sen,Kolkata,West Bengal,2025-08-15
454,Vardaniya Bhakta,Pune,Maharashtra,2025-06-30
455,Yuvraj  Sethi,Delhi,Delhi,2023-10-11
456,Lakshay Tak,Ahmedabad,Gujarat,2024-08-28
457,Hiran Hora,Chennai,Tamil Nadu,2023-05-22
458,Shaan Behl,Ahmedabad,Gujarat,2024-03-25
459,Anahi Bhakta,Jaipur,Rajasthan,2025-03-24
460,Shayak Chander,Jaipur,Rajasthan,2024-10-15
